127.0.0.1 - - [14/Mar/2025:01:00:39 -0400] "POST /wp-cron.php?doing_wp_cron=1741928439.7145810127258300781250 HTTP/1.1" 200 -
127.0.0.1 - - [25/Mar/2025:22:55:10 -0400] "POST /wp-cron.php?doing_wp_cron=1742957710.1138699054718017578125 HTTP/1.1" 200 -
127.0.0.1 - - [25/Mar/2025:22:55:09 -0400] "POST /wp-cron.php?doing_wp_cron=1742957709.1628038883209228515625 HTTP/1.1" 200 -
127.0.0.1 - - [25/Mar/2025:22:55:14 -0400] "GET /wp-admin/ HTTP/1.1" 302 -
127.0.0.1 - - [25/Mar/2025:22:55:14 -0400] "GET /wp-login.php?redirect_to=http%3A%2F%2Fphpilosophers.local%2Fwp-admin%2F&reauth=1 HTTP/1.1" 200 5010
127.0.0.1 - - [25/Mar/2025:22:55:18 -0400] "POST /wp-login.php HTTP/1.1" 302 -
127.0.0.1 - - [25/Mar/2025:22:55:18 -0400] "GET /wp-admin/ HTTP/1.1" 200 72330
127.0.0.1 - - [25/Mar/2025:22:55:19 -0400] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 80
127.0.0.1 - - [25/Mar/2025:22:55:19 -0400] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 92
127.0.0.1 - - [25/Mar/2025:22:55:19 -0400] "GET /wp-admin/admin-ajax.php?action=dashboard-widgets&widget=dashboard_primary&pagenow=dashboard HTTP/1.1" 200 984
127.0.0.1 - - [25/Mar/2025:22:55:23 -0400] "GET /wp-admin/edit.php HTTP/1.1" 200 59372
127.0.0.1 - - [25/Mar/2025:22:55:23 -0400] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [25/Mar/2025:22:55:25 -0400] "GET /wp-admin/post-new.php HTTP/1.1" 200 358489
127.0.0.1 - - [25/Mar/2025:22:55:26 -0400] "OPTIONS /wp-json/wp/v2/settings?_locale=user HTTP/1.1" 200 5198
127.0.0.1 - - [25/Mar/2025:22:55:26 -0400] "GET /wp-json/wp/v2/block-patterns/categories?_locale=user HTTP/1.1" 200 1941
127.0.0.1 - - [25/Mar/2025:22:55:27 -0400] "OPTIONS /wp-json/wp/v2/posts?_locale=user HTTP/1.1" 200 17483
127.0.0.1 - - [25/Mar/2025:22:55:27 -0400] "GET /wp-json/wp/v2/types?context=view&_locale=user HTTP/1.1" 200 5629
127.0.0.1 - - [25/Mar/2025:22:55:28 -0400] "GET /wp-json/wp/v2/wp_pattern_category?context=view&per_page=100&_fields=id%2Cname%2Cdescription%2Cslug&_locale=user HTTP/1.1" 200 2
127.0.0.1 - - [25/Mar/2025:22:55:27 -0400] "GET /wp-json/?_fields=description%2Cgmt_offset%2Chome%2Cname%2Csite_icon%2Csite_icon_url%2Csite_logo%2Ctimezone_string%2Curl&_locale=user HTTP/1.1" 200 203
127.0.0.1 - - [25/Mar/2025:22:55:27 -0400] "GET /wp-json/wp/v2/blocks?context=edit&per_page=100&page=1&_locale=user HTTP/1.1" 200 2
127.0.0.1 - - [25/Mar/2025:22:55:27 -0400] "GET /wp-json/wp/v2/users?context=view&who=authors&per_page=50&_fields=id%2Cname&_locale=user HTTP/1.1" 200 23
127.0.0.1 - - [25/Mar/2025:22:55:27 -0400] "GET /wp-json/wp/v2/taxonomies?context=edit&per_page=100&_locale=user HTTP/1.1" 200 8304
127.0.0.1 - - [25/Mar/2025:22:55:28 -0400] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 1
127.0.0.1 - - [25/Mar/2025:22:55:28 -0400] "GET /wp-admin/edit.php HTTP/1.1" 200 59372
127.0.0.1 - - [25/Mar/2025:22:55:27 -0400] "GET /wp-json/wp/v2/block-patterns/patterns?_locale=user HTTP/1.1" 500 147432
127.0.0.1 - - [25/Mar/2025:22:55:30 -0400] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [25/Mar/2025:22:55:40 -0400] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 80
127.0.0.1 - - [25/Mar/2025:22:55:40 -0400] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [25/Mar/2025:22:55:49 -0400] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 80
127.0.0.1 - - [25/Mar/2025:22:55:57 -0400] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 117
127.0.0.1 - - [25/Mar/2025:22:55:57 -0400] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 80
127.0.0.1 - - [25/Mar/2025:22:56:27 -0400] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [25/Mar/2025:22:56:37 -0400] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [25/Mar/2025:22:56:46 -0400] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 80
127.0.0.1 - - [25/Mar/2025:22:57:19 -0400] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [25/Mar/2025:22:57:49 -0400] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [25/Mar/2025:22:57:57 -0400] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [25/Mar/2025:22:57:57 -0400] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [25/Mar/2025:22:58:37 -0400] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [25/Mar/2025:22:58:46 -0400] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [25/Mar/2025:22:59:20 -0400] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 428
127.0.0.1 - - [25/Mar/2025:22:59:35 -0400] "GET /wp-admin/ HTTP/1.1" 500 4131
